trans_date_trans_time,merchant,category,amt,city,state,lat,long,city_pop,job,dob,trans_num,merch_lat,merch_long,is_fraud
01-01-2019 21:18,Connelly PLC,food_dining,104.63,Corona,CA,33.8419,-117.6043,233717,Wellsite geologist,22-05-1966,4b8c80c37b370ab3bdee316aab8a2f06,33.079436,-117.494028,0
01-01-2019 21:19,Bechtelar-Rippin,food_dining,57.14,Jordan Valley,OR,42.8801,-117.281,641,Economist,24-11-1993,9299553df6d3ba79274e9041585c1309,43.24161,-118.179037,0
01-01-2019 21:25,"""Okuneva, Schneider and R""",shopping_pos,8.3,Orient,WA,48.8878,-118.2105,149,Special educational needs teacher,21-06-1978,250055e51b76e1c4152ebfff83c19ec0,48.05011,-118.329201,0
01-01-2019 21:25,"""Willms, Kris and Bergnaum""",shopping_pos,7.69,Paauilo,HI,20.0271,-155.3697,1490,"""Scientist, research (maths)""",13-04-1991,72fcdae2442e7d30c06eb6e2abaf5a22,19.968555,-155.053512,0
01-01-2019 21:25,"""Runte, Green and Em""",health_fitness,22.31,Napa,CA,38.4549,-122.2564,94014,Airline pilot,21-08-1985,dfe910a98a86ab2dfcd602185ba71a29,37.529832,-122.205871,0
01-01-2019 21:26,Zboncak LLC,food_dining,67.11,Lonetree,WY,41.0552,-110.1603,49,Research scientist (physical sciences),05-07-1981,d754cae48d616aec2c2a6f4c48f7d07a,42.007839,-110.353414,0
01-01-2019 21:27,"""Lesch, D'Amore and Brown""",food_dining,20.93,Moriarty,NM,34.9889,-106.0609,7268,"""Therapist, art""",04-08-1988,3bda594044c4f0772e151a9cc6900add,34.767118,-105.960319,0
01-01-2019 21:28,Marvin-Lin,personal_care,33.78,Glendale,CA,34.1556,-118.2322,172817,Advertising account planner,30-07-1982,1b6af0e4209b3bb44d9e82a4255b3f46,34.752621,-118.221602,0
01-01-2019 21:31,Cormier LLC,shopping_net,447.78,Newhall,CA,34.3795,-118.523,34882,Health physicist,25-04-1971,7f5e9f9e4ade34c0abaad55cc5eb4ee5,34.645469,-118.051634,0
01-01-2019 21:33,"""Cormier, Stracke and Thiel""",entertainment,45.1,Browning,MO,40.029,-93.1607,602,Cytogeneticist,14-07-1954,a3e2fb7d49347f50d15adce1ef19ef72,39.490995,-92.472437,0
01-01-2019 21:34,Erdman-Durgan,health_fitness,113.84,Tekoa,WA,47.2271,-117.0819,895,Clothing/textile technologist,31-05-1999,389422c7d2f777a760342c289f47db82,46.261711,-117.08525,0
01-01-2019 21:38,Kuhn Group,food_dining,33.89,Carlotta,CA,40.507,-123.9743,1139,"""Therapist, occupational""",15-01-1951,8f73e56f3b7115851fc6139cb9f979a5,39.941232,-124.012756,0
01-01-2019 21:39,"""Labadie, Treutel and Bode""",shopping_net,6.48,Newhall,CA,34.3795,-118.523,34882,Health physicist,25-04-1971,40581283af662ad2a452045e8f5739ae,35.253252,-117.74474,0
01-01-2019 21:41,"""Witting, Beer and Ernse""",home,28.77,Broomfield,CO,39.8854,-105.1139,92337,"""Engineer, electronics""",18-10-1967,6ad315925e4dd95e9a85ab5dc7ab0ca7,38.949159,-105.955902,0
01-01-2019 21:42,Greenholt Lt,health_fitness,75.33,Kissee Mills,MO,36.6704,-93.0377,1201,"""Engineer, agricultural""",18-03-1980,52f9c1d177241c00661e9d83d1faee21,36.681997,-93.5671,0
01-01-2019 21:42,Schaefer Lt,kids_pets,12.19,Wheaton,MO,36.7651,-94.0492,760,Production manager,31-08-1985,e2b08de278a65b926127d5d70f1a4cba,35.9995,-93.317465,0
01-01-2019 21:43,Lubowitz-Walte,kids_pets,54.98,Fort Washakie,WY,43.0048,-108.8964,1645,Freight forwarder,26-02-1976,cb130a5560a8593c43612c21ef9808c2,42.481214,-108.246805,0
01-01-2019 21:51,Adams-Barrows,health_fitness,29.92,Littleton,CO,39.5994,-105.0044,320420,Water engineer,31-07-1975,e117e065a1ce5acc71f00e071c6fb6d0,38.640166,-105.175756,0
01-01-2019 21:52,Friesen Lt,health_fitness,73.34,Meadville,MO,39.7795,-93.3014,964,Tourist information centre manager,23-12-1974,cc1f80dd32590651843a441568c30bc8,40.54555,-93.579812,0
01-01-2019 21:52,"""Zemlak, Tillman and Cremin""",personal_care,1.4,Ballwin,MO,38.577,-90.5255,92608,"""Engineer, communications""",26-07-2001,f2c5a5bf08e44a0913d9b2eda761aaf2,38.691778,-91.416089,0
01-01-2019 21:54,Thiel PLC,misc_pos,7.27,Centerview,MO,38.7897,-93.8702,2368,Electronics engineer,17-07-1989,019ec2164a3c8bb248a75ccc3c2c4236,39.235482,-93.225222,0
01-01-2019 21:59,Lubowitz-Walte,kids_pets,49.82,Superior,AZ,33.2887,-111.0985,2872,Petroleum engineer,28-10-1987,6af71459d48a8ec81205a7fb49980495,32.553727,-110.263759,0
01-01-2019 22:00,"""Hahn, Bahringer and McLaughlin""",personal_care,71.36,Centerview,MO,38.7897,-93.8702,2368,Electronics engineer,17-07-1989,c4b4365908f1bd9720b10cc09a57abd9,38.846172,-93.824245,0
01-01-2019 22:00,Rau-Grant,kids_pets,21.39,High Rolls Mountain Park,NM,32.9396,-105.8189,899,Naval architect,30-08-1967,f5fc8a3c1e6ec3fd813aab0a185ddfc0,33.069355,-105.571719,0
01-01-2019 22:04,Kozey-McDermott,travel,5.22,North Loup,NE,41.4972,-98.7858,509,"""Nurse, children's""",15-09-1980,c6efde9b86936bca80945c3f24695b45,40.659439,-98.89309,0
01-01-2019 22:04,"""Hettinger, McCullough and Fay""",home,105.65,Daly City,CA,37.6787,-122.478,107941,"""Buyer, industrial""",04-10-1991,8bdf43445f4223fe8ac8629fffda6ae1,38.514981,-122.023423,0
01-01-2019 22:07,Gerhold LLC,home,64.75,Unionville,MO,40.4815,-92.9951,3805,"""Investment banker, corporate""",15-09-1950,72e2d9a0fb2b45d32cd8b13109e4e82d,40.259567,-92.953913,0
01-01-2019 22:08,"""Kihn, Brakus and Goyette""",personal_care,71.63,Burlington,WA,48.4786,-122.3345,14871,Public house manager,10-03-1974,56b1647d1d6e9bb8071f3221f366f16a,48.525939,-121.588966,0
01-01-2019 22:09,Prosacco LLC,personal_care,40.16,Superior,AZ,33.2887,-111.0985,2872,Petroleum engineer,28-10-1987,f17d72651e46fdc5a5056c12febca8a8,33.762252,-110.740278,0
01-01-2019 22:21,Rau-Robel,kids_pets,88.63,Bay City,OR,45.5197,-123.8761,1530,Colour technologist,24-11-1986,e8eaa26dc34ab242278c0ed860cf0f74,45.436643,-123.960131,0
01-01-2019 22:22,Torphy-Kertzmann,health_fitness,21.45,Crownpoint,NM,35.7206,-108.0271,5662,IT consultant,08-04-1989,84b556b1f830e01de1aad232755ed6c6,35.581144,-107.356356,0
01-01-2019 22:23,Skiles LLC,home,42.88,Rock Springs,WY,41.606,-109.23,27971,Music therapist,01-08-1984,23b2c607bbde38bac06cc5e90b58bc61,41.225137,-109.47402,0
01-01-2019 22:23,Lind-Buckridge,entertainment,73.34,Carroll,NE,42.277,-97.1926,566,Metallurgist,26-01-1975,ae69f04995961f29318e5a28fcb11f98,42.502963,-97.706886,0
01-01-2019 22:25,"""Kihn, Abernathy and Douglas""",shopping_net,9.95,Moab,UT,38.5677,-109.5271,9772,Location manager,24-11-1989,a58b029ccd757a95b2961f8675c30fa1,39.414781,-110.498449,0
01-01-2019 22:28,Stiedemann Lt,food_dining,24.07,Burlington,WA,48.4786,-122.3345,14871,Public house manager,10-03-1974,198cabf2c7cb46cf497358d160303582,47.641312,-122.931614,0
01-01-2019 22:30,Schmidt-Larkin,home,20.65,Rocky Mount,MO,38.2911,-92.7059,1847,Tax inspector,26-10-1988,843a2535016fecce489ecc1370b11f6d,39.289666,-92.394139,0
01-01-2019 22:32,"""Turcotte, McKenzie and Koss""",entertainment,125.49,Orient,WA,48.8878,-118.2105,149,Special educational needs teacher,21-06-1978,c26263694a350cd2c42b005ce8fe1155,49.228888,-118.206791,0
01-01-2019 22:43,Stamm-Witting,shopping_net,6.99,Utica,MO,39.7417,-93.6289,271,Land/geomatics surveyor,18-04-1972,a47d36139df1e37afc206fdd704d3362,38.973135,-93.829432,0
01-01-2019 22:45,"""Kunze, Larkin and Mayert""",travel,5.32,Tomales,CA,38.2427,-122.9145,337,Occupational psychologist,05-07-1954,f443ae69ad8548dece7f2b469702975b,37.888865,-122.785068,0
01-01-2019 22:46,Barton LLC,kids_pets,68.85,Issaquah,WA,47.4974,-122.0107,50489,Osteopath,29-02-1984,deb04419788e311af80c292f92d89d37,48.321374,-121.78628,0
01-01-2019 22:47,Goyette Inc,shopping_net,11.77,Colorado Springs,CO,38.8881,-104.6556,525713,Museum/gallery exhibitions officer,09-05-1992,9f52cbeaaece8eabea439ca6cb34c055,38.389383,-104.992704,0
01-01-2019 22:47,Padberg-Saue,home,87.06,Blairstown,MO,38.5319,-93.9221,467,Agricultural consultant,27-05-1950,2a76bed0c3fb70344b98b2900c192811,39.039049,-94.507081,0
01-01-2019 22:49,Ziemann-Waters,health_fitness,1.8,Manley,NE,40.9207,-96.168,206,Human resources officer,04-10-1967,ea58d81943623103dba636a5e68c231f,40.420497,-96.159977,0
01-01-2019 22:53,Gibson-Deckow,entertainment,27.15,Burbank,WA,46.1966,-118.9017,3684,Musician,29-11-1981,d3a79751b8bd09ba788503f66aea2582,46.212519,-118.869384,0
01-01-2019 22:54,Terry Lt,home,7.64,Lagrange,WY,41.6423,-104.1974,635,Product/process development scientist,13-07-1973,d96ece30c9ca5a20368821f826a09e8a,41.629626,-103.45546,0
01-01-2019 23:01,Terry-Huel,shopping_net,2.41,Espanola,NM,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,18-07-1972,9400fde6bbd206d6b813e952e453795c,35.112267,-105.322752,0
01-01-2019 23:08,Nolan-Williamson,kids_pets,53.01,Laguna Hills,CA,33.615,-117.7114,45303,Sales executive,22-12-1969,35b0049c7f244b0d1cb4ad81ede3c537,34.087499,-117.647717,0
01-01-2019 23:08,Brown PLC,misc_net,83.92,Thompson,UT,38.9999,-109.615,46,"""Surveyor, minerals""",23-04-1987,58808a8ed143288e7947a2cf381c607d,38.210919,-110.595579,0
01-01-2019 23:11,"""Moore, Williamson and Emmerich""",home,51.86,Laramie,WY,41.4247,-105.4781,35371,"""Pilot, airline""",02-09-1988,720752bf8826806c7890019232482853,41.613307,-105.380634,0
01-01-2019 23:11,Kertzmann LLC,health_fitness,76.11,Fiddletown,CA,38.5234,-120.6763,832,Immigration officer,19-05-1987,f626353bf9ec39c787195aae7eff752b,38.362996,-119.723456,0
01-01-2019 23:14,Feil-Mo,health_fitness,72.64,Ballwin,MO,38.577,-90.5255,92608,"""Engineer, communications""",26-07-2001,0ac1bfe05e99978e5769b890d78e343c,38.324545,-90.674987,0
01-01-2019 23:16,"""Baumbach, Hodkiewicz and Walsh""",shopping_pos,2.15,Meridian,ID,43.6498,-116.4306,84106,Intelligence analyst,11-02-1971,2752c8b79622dd7c9ce32c78f8679d1c,44.452268,-116.395156,0
01-01-2019 23:23,"""Medhurst, Labadie and Gottlieb""",travel,512.46,Napa,CA,38.4549,-122.2564,94014,Airline pilot,21-08-1985,a4b8902348f30a6bab3922163f228629,39.022962,-122.737544,0
01-01-2019 23:23,"""Nienow, Barrows and Romague""",personal_care,6.42,Paradise Valley,AZ,33.5494,-111.9565,17047,Building surveyor,29-01-1935,7d24f53a950a1d1f863d5b960b35b330,33.713655,-112.446546,0
01-01-2019 23:28,Schuppe LLC,entertainment,55.89,Burlington,WA,48.4786,-122.3345,14871,Public house manager,10-03-1974,eff62774817e0d0a175f979c1c646dc8,49.010383,-121.493796,0
01-01-2019 23:32,Spencer PLC,entertainment,73.4,Lonetree,WY,41.0552,-110.1603,49,Research scientist (physical sciences),05-07-1981,db9588853280dca0843c1342ef649bc5,41.459578,-110.166254,0
01-01-2019 23:33,"""Hagenes, Kohler and Hoppe""",food_dining,9.9,Burbank,WA,46.1966,-118.9017,3684,Musician,29-11-1981,c71aa628bc74c7e9189c1e4c83266e09,46.96854,-118.758302,0
01-01-2019 23:37,"""Yost, Block and Koepp""",misc_pos,8.56,Paauilo,HI,20.0271,-155.3697,1490,"""Scientist, research (maths)""",13-04-1991,0ba4139213bd0f80cff4be08c2aee149,19.481219,-154.778505,0
01-01-2019 23:42,"""Schmeler, Bashirian and Price""",shopping_net,8.11,Red River,NM,36.6659,-105.4694,606,"""Surveyor, land/geomatics""",06-09-1988,edda8aec411d288f11611f43b773a4bb,37.184733,-105.218084,0
01-01-2019 23:42,Balistreri-Nade,misc_pos,9.58,North Loup,NE,41.4972,-98.7858,509,"""Nurse, children's""",15-09-1980,d246dd44dad76dd2f7f609c7862e9d8b,41.686366,-99.618557,0
01-01-2019 23:45,Stark-Koss,home,6.12,Rock Springs,WY,41.606,-109.23,27971,Music therapist,01-08-1984,ce11529789b06f139ff48f226d1ec621,41.99083,-108.942397,0
01-01-2019 23:46,Brown Inc,kids_pets,29.42,Lowell,OR,43.921,-122.7806,1420,Systems analyst,11-11-1965,2f51bdb3f2790c3fd4a5b62508942150,43.196635,-123.215828,0
01-01-2019 23:58,Barton LLC,kids_pets,48.66,Dumont,CO,39.7532,-105.6356,565,Mental health nurse,27-08-1978,a4efb0c8ab340b831071f78166b8f15a,40.647764,-106.143376,0
02-01-2019 00:21,Volkman-Predovic,shopping_net,2.63,Mound City,MO,40.1362,-95.2138,1631,Architect,20-01-1953,9fac14b154899435d1630b2ef03b5dda,39.742842,-95.411493,0
02-01-2019 00:31,Runolfsson and Sons,grocery_net,48.3,Holstein,NE,40.4542,-98.6538,331,Telecommunications researcher,19-08-1950,78d7f0953154e92fb435002eeae4981f,41.272674,-99.044904,0
02-01-2019 00:33,Pfeffer LLC,grocery_net,51.82,Thompson,UT,38.9999,-109.615,46,"""Surveyor, minerals""",23-04-1987,16b4a94ff9ab8c19c89427af37eb2742,39.396042,-109.619847,0
02-01-2019 00:54,Auer-Mosciski,grocery_pos,76.21,Oakland,CA,37.7878,-122.1884,381459,Barista,03-01-1974,f8ce566ddcebf369d9b5bf90f2773193,37.390486,-123.144762,0
02-01-2019 00:57,Dooley Inc,shopping_pos,8.59,Cascade Locks,OR,45.671,-121.8686,1288,Barrister,01-05-1936,07bff2fc6268ccd211a91e0050b07ba9,46.434374,-121.125663,0
02-01-2019 01:09,Herman Inc,misc_pos,13.38,Issaquah,WA,47.4974,-122.0107,50489,Osteopath,29-02-1984,f202fcd64fe845279d84c119a4c6c1ff,47.996962,-121.780825,0
02-01-2019 01:14,"""Zieme, Bode and Dooley""",gas_transport,51.77,Fields Landing,CA,40.7268,-124.2174,276,"""Scientist, audiological""",06-05-1929,feb74a12cbd2eb72c842fb9d3b773cf1,40.74029,-123.24884,0
02-01-2019 01:16,"""Haley, Jewess and Bechtel""",shopping_pos,6.86,Unionville,MO,40.4815,-92.9951,3805,"""Investment banker, corporate""",15-09-1950,b6b0a9be3bc88351797f37e42840f949,41.265211,-93.827151,0
02-01-2019 01:20,Schmitt Lt,misc_net,2.91,Blairstown,MO,38.5319,-93.9221,467,Agricultural consultant,27-05-1950,d1365e89bed0906b7d44ef7911f5b5ee,38.742702,-93.093334,0
02-01-2019 01:40,"""Swaniawski, Bahringer and Ledne""",grocery_net,23.12,Utica,MO,39.7417,-93.6289,271,Land/geomatics surveyor,18-04-1972,a142e3347c7875f9b67da08012033ebe,39.374924,-93.844667,0
02-01-2019 01:49,Padberg-Welch,grocery_pos,91.4,Honokaa,HI,20.0827,-155.488,4878,Physiotherapist,03-12-1966,4709e819b15e82f564c992cd05e336e1,21.043845,-155.447896,0
02-01-2019 01:51,Rutherford-Mertz,grocery_pos,215.74,Superior,AZ,33.2887,-111.0985,2872,Petroleum engineer,28-10-1987,c45df5f3ed30bda45352c3f82ef10248,33.31249,-111.443804,0
02-01-2019 02:05,Conroy-Cruickshank,gas_transport,46.73,Matthews,MO,36.7154,-89.6287,1019,Aeronautical engineer,26-01-1979,82907c2e98df8639dca5d5ae8d9b7b13,35.819724,-89.206012,0
02-01-2019 02:06,Spencer PLC,entertainment,26.1,Parker,CO,39.5102,-104.7216,84861,Materials engineer,10-03-1932,e6af4a1aaf71b7900edd3b089c6865d1,39.520305,-105.210315,0
02-01-2019 02:08,Thiel PLC,misc_pos,30.62,Burbank,WA,46.1966,-118.9017,3684,Musician,29-11-1981,5e1a49f6a9bcafc4aa6602f1a3b96174,45.225067,-119.273865,0
02-01-2019 02:28,Kutch LLC,gas_transport,79.4,Superior,AZ,33.2887,-111.0985,2872,Petroleum engineer,28-10-1987,1d648dce16f0ace60243f6b957da728e,32.988807,-111.963005,0
02-01-2019 02:29,Rodriguez Group,gas_transport,43.26,Blairstown,MO,38.5319,-93.9221,467,Agricultural consultant,27-05-1950,a75a465cb898ac9e86e1dd341113c6a2,37.785401,-93.880707,0
02-01-2019 02:34,"""Osinski, Ledner and Leuschke""",grocery_pos,220.29,Newhall,CA,34.3795,-118.523,34882,Health physicist,25-04-1971,2710aed9c02d24fdbcecf0ab996e33f9,34.256393,-118.886981,0
02-01-2019 02:52,Stamm-Rodriguez,misc_pos,207.83,Littleton,CO,39.5994,-105.0044,320420,Water engineer,31-07-1975,1e5550236eed58fa0605074955722e21,39.968462,-104.94243,0
02-01-2019 02:57,"""Bernier, Volkman and Hoege""",misc_net,6.61,Syracuse,MO,38.6547,-92.8929,628,"""Radiographer, diagnostic""",18-12-1961,3bab42fac5b8009dc3c9a50e1d46184f,38.254663,-93.597463,0
02-01-2019 02:58,"""Rutherford, Homenick and Bergstrom""",grocery_net,68.31,Ruidoso,NM,33.3305,-105.6933,8874,Licensed conveyancer,16-08-2000,a22bb31c8f0110e668ec26914f66734b,33.146799,-105.745195,0
02-01-2019 02:58,"""Robel, Cummerata and Prosacco""",gas_transport,73.25,Sacramento,CA,38.5662,-121.3286,757530,Magazine features editor,30-04-1979,d6a51ec7f1efc157526f24f3a8a1fbc9,38.118467,-121.411543,0
02-01-2019 03:05,Emard Inc,gas_transport,35.27,Sutherland,NE,41.1558,-101.136,1789,Insurance broker,11-02-1982,8c997b585c1e321643c49ec2e17e68ad,41.341091,-101.754652,0
02-01-2019 03:11,"""Kerluke, Kertzmann and Wiz""",misc_net,21.99,Wheaton,MO,36.7651,-94.0492,760,Production manager,31-08-1985,b9290042f7efc29d73ccd901f03a1952,37.518924,-94.650727,0
02-01-2019 03:15,Kling-Ernse,entertainment,1.51,Eugene,OR,44.0385,-123.0614,191096,"""Scientist, physiological""",06-04-1964,28f88dbfd39392714797e4610a6dadd2,44.454061,-122.718486,0
02-01-2019 03:20,McDermott-Weimann,grocery_pos,49.23,Hawthorne,CA,33.9143,-118.3493,93193,"""Editor, magazine features""",19-04-1995,11b2fd2f54140efd6280797c3bdfcf1d,34.037665,-117.626511,0
02-01-2019 03:21,"""Harris, Gusikowski and Heaney""",grocery_net,53.7,Red Cliff,CO,39.4584,-106.3851,277,Human resources officer,03-04-1985,fb9c56ff3c4e3268bb67516e8358b725,38.828774,-106.60844,0
02-01-2019 03:55,Dickinson Lt,misc_pos,6.4,San Jose,CA,37.3304,-121.7913,973849,Science writer,12-06-1955,c97098f3d1bb43b7d4025c137d5f1858,36.8782,-120.857282,0
02-01-2019 03:59,"""Mosciski, Gislason and Mertz""",grocery_pos,181.72,Littleton,CO,39.5994,-105.0044,320420,Water engineer,31-07-1975,31ad5ee9508ab79f0bc12f83d133b2b2,39.819973,-104.08747,0
02-01-2019 04:03,"""Robel, Cummerata and Prosacco""",gas_transport,75.37,Mound City,MO,40.1362,-95.2138,1631,Architect,20-01-1953,8f4639e8f53277b4d351726c16e23658,40.48018,-95.348032,0
02-01-2019 04:05,Kiehn-Emmerich,grocery_pos,101.49,Redford,MO,37.3272,-91.0243,241,Investment analyst,27-10-1974,caa4ae01da5e1731dc7c5103645b8a31,37.894793,-91.691718,0
02-01-2019 04:07,Parisian and Sons,gas_transport,87.49,Indian Wells,CA,33.7163,-116.3381,4677,Learning mentor,06-05-1955,820383259bcb6c76208e99a7bd29b33f,33.910183,-116.31082,0
02-01-2019 04:16,"""Rowe, Batz and Goodwin""",grocery_pos,251.96,Newhall,CA,34.3795,-118.523,34882,Health physicist,25-04-1971,f3b2f87ae5d6fc47fabde935be913f7b,34.209317,-117.676437,0
02-01-2019 04:36,Torp-Lemke,misc_pos,439.2,Claremont,CA,34.1092,-117.7183,35705,Wellsite geologist,15-05-1956,8dd394c40775de41134ca981e3fc64ce,33.757421,-116.855571,0
02-01-2019 04:48,"""Schuppe, Nolan and Hoege""",shopping_pos,6.6,San Diego,CA,33.0067,-117.069,1241364,Chartered public finance accountant,05-08-1959,e98bb041f7e34a1205d687e93ace7abf,33.616805,-116.465569,0
02-01-2019 04:57,Auer-Mosciski,grocery_pos,103.81,Iliff,CO,40.7692,-103.0968,648,Community arts worker,21-09-1969,d432a13c096db03a636fd296a0261d7e,41.339717,-102.612124,0
02-01-2019 04:58,McGlynn-Heathcote,misc_net,27.31,Rock Springs,WY,41.606,-109.23,27971,Music therapist,01-08-1984,33396ed3e877e9cc541477c2f0b6272d,42.342707,-109.953708,0
02-01-2019 05:02,"""Monahan, Bogisich and Ledne""",misc_pos,5.77,Roseland,NE,40.4591,-98.5551,463,"""Nurse, mental health""",31-05-1948,5a80ebf66717b9d9386dbc744d03c8e7,39.668536,-98.149232,0
02-01-2019 05:16,Roob LLC,grocery_net,46.42,Fiddletown,CA,38.5234,-120.6763,832,Immigration officer,19-05-1987,bbe9d9e02f71e4c6fba6f79c0396267a,38.192747,-120.148859,0
02-01-2019 05:42,Dibbert-Green,entertainment,10.29,Paradise Valley,AZ,33.5494,-111.9565,17047,Building surveyor,29-01-1935,180118dd549dd9267d3d667e8fc481ba,33.412776,-111.376321,0
02-01-2019 05:43,"""Rowe, Batz and Goodwin""",grocery_pos,77.66,Norwalk,CA,33.9056,-118.0818,105549,Firefighter,22-09-1973,528b920e4263b1ca97272635d6807f8d,34.732399,-118.468582,0
02-01-2019 05:58,Gislason Group,misc_pos,263.68,Issaquah,WA,47.4974,-122.0107,50489,Osteopath,29-02-1984,5730dfd11a96c6b5d1eff6e3b8fdbfc3,47.229871,-122.239142,0
02-01-2019 06:17,"""Rodriguez, Yost and Jenkins""",misc_net,1.68,Browning,MO,40.029,-93.1607,602,Cytogeneticist,14-07-1954,3d72c3bca1dbe2c06ec0bafff7cb10a6,39.772228,-93.815796,0
02-01-2019 06:28,Kutch-Hegmann,grocery_net,67.33,Kansas City,MO,38.9621,-94.5959,545147,Counsellor,18-11-1987,1ed20415366d5d28a5732861b21fc5dc,39.055519,-94.898772,0
02-01-2019 06:29,Cummings LLC,gas_transport,75.86,Kirtland Afb,NM,35.0203,-106.5503,310,"""Surveyor, land/geomatics""",30-09-1978,c0a518aaf828a49ce73c39cabd7f1df7,35.198471,-106.791041,0
02-01-2019 06:35,Dibbert and Sons,entertainment,6.81,Santa Monica,CA,34.0287,-118.4924,92043,"""Civil engineer, contracting""",25-04-1961,d2c7b3330d633af1a525ab2134cd6b74,33.458302,-117.876838,0
02-01-2019 06:39,"""Olson, Becker and Koch""",gas_transport,67.42,Howells,NE,41.6964,-96.9858,1063,Research scientist (maths),02-04-1928,a9b5c5cc7fbe7944d68af122322a7d0f,41.929427,-97.644914,0
02-01-2019 06:43,Cartwright-Harris,grocery_pos,139.44,Tomales,CA,38.2427,-122.9145,337,Occupational psychologist,05-07-1954,c75b5e49bb9c41003b46eda6aa0e7563,38.457753,-122.285819,0
02-01-2019 06:48,Hudson-Grady,shopping_pos,5.45,Browning,MO,40.029,-93.1607,602,Cytogeneticist,14-07-1954,8ca164111932910d78e500ca9db7f8c9,40.097885,-93.349023,0
02-01-2019 06:51,Conroy-Cruickshank,gas_transport,54.28,Colton,WA,46.5901,-117.1692,761,Chief Marketing Officer,30-06-1943,1a043af491049dd9a8fbbe89c09f89e8,45.965982,-117.122254,0
02-01-2019 07:00,Berge LLC,gas_transport,70.2,Sprague,NE,40.6267,-96.7456,142,Chiropodist,24-08-1967,b9dcf10c1ab6c4bde9b3ed6016e1c210,40.742735,-95.93102,0
02-01-2019 07:18,"""Roob, Conn and Tremblay""",shopping_pos,9.32,Corona,CA,33.8419,-117.6043,233717,Wellsite geologist,22-05-1966,ea83225244c8f1719b3961480de8c2bc,34.348472,-116.972061,0
02-01-2019 07:23,Cummerata-Jones,gas_transport,56.15,Greenview,CA,41.5403,-122.9366,308,Call centre manager,20-09-1958,7cb4b8a984ecde859d27017eb2fc2164,42.023583,-123.22148,0
02-01-2019 07:24,"""Mosciski, Gislason and Mertz""",grocery_pos,166.6,Greenview,CA,41.5403,-122.9366,308,Call centre manager,20-09-1958,e48eb2aa9636cd67e0e50ea92615799b,40.60563,-122.103419,0
02-01-2019 07:37,Cole PLC,grocery_pos,108.5,June Lake,CA,37.7773,-119.0825,633,Health service manager,09-09-1927,dc219cdfb49b7dba3854fc4eef141968,38.733766,-118.876821,0
02-01-2019 08:02,"""Robel, Cummerata and Prosacco""",gas_transport,62.06,Yellowstone National Park,WY,44.7957,-110.6137,369,Materials engineer,16-11-1941,0e0e0db6f7b56c3cdda886c6bdbd5c18,45.779361,-109.920371,0
02-01-2019 08:04,Friesen-Stamm,gas_transport,59.2,Grenada,CA,41.6125,-122.5258,589,Systems analyst,21-12-1945,056315a97b16949e508c9aef709b12b8,42.063584,-122.925409,0
02-01-2019 08:15,Cole PLC,grocery_pos,68.32,Glendale,CA,34.1556,-118.2322,172817,Advertising account planner,30-07-1982,a46ad9c70e7f2905ee2bc789f3221ba8,34.009951,-118.365371,0
02-01-2019 08:28,"""Heller, Gutmann and Zieme""",grocery_pos,184.08,Phoenix,AZ,33.5623,-112.0559,1312922,Contractor,24-10-1981,fa0206298ebe1a6b51c9b5fabbcbeef6,32.613292,-112.207021,0
02-01-2019 08:38,Flatley Group,misc_pos,4.13,High Rolls Mountain Park,NM,32.9396,-105.8189,899,Naval architect,30-08-1967,ad2d2899846ebd2ab4ecb01084c8fd1b,33.621298,-104.864242,0
02-01-2019 08:44,Berge LLC,gas_transport,52.94,Fort Washakie,WY,43.0048,-108.8964,1645,Information systems manager,17-02-1986,498120fc45d277f7c88e3dba79c33865,42.018766,-109.044172,0
02-01-2019 08:45,Pagac LLC,shopping_pos,6.11,Powell Butte,OR,44.2415,-121.0113,2016,Local government officer,25-12-1953,3199b81e1c512190f73a8e82fd20b4e0,44.25575,-120.840904,0
02-01-2019 08:47,Luettgen PLC,gas_transport,82.08,Fort Washakie,WY,43.0048,-108.8964,1645,Information systems manager,17-02-1986,95f514bb993151347c7acdf8505c3d62,42.961335,-109.157564,0
02-01-2019 08:50,Funk Group,grocery_net,85.16,Indian Wells,CA,33.7163,-116.3381,4677,Learning mentor,06-05-1955,cf66272997ee3febd8a40c5d370e9c63,34.567104,-117.309781,0
02-01-2019 08:56,Kris-Weimann,misc_net,526.44,Browning,MO,40.029,-93.1607,602,Cytogeneticist,14-07-1954,ab693fbfce6f765430ff6341a1194c05,40.497207,-92.708527,0
02-01-2019 09:04,"""Robel, Cummerata and Prosacco""",gas_transport,84.43,Colton,WA,46.5901,-117.1692,761,Chief Marketing Officer,30-06-1943,c7bc75445730f1b7d5507118264fc679,47.380843,-116.526897,0
02-01-2019 09:06,Kutch and Sons,grocery_pos,79.04,Jelm,WY,41.0539,-106.0763,100,Public librarian,16-04-1974,4f973a964fd850d51678619444dcdf65,40.941709,-105.84449,0
02-01-2019 09:15,Dach-Bore,grocery_net,71.05,Newberg,OR,45.3099,-122.9685,28278,Research scientist (physical sciences),17-07-1977,20b828a71f56cc3dfdd3a66fe436f32b,44.477833,-123.051087,0
